ID,Date,Primary.Type,Description,Location.Description,Arrest,Domestic,Latitude,Longitude
3679,02-01-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,41.85373959,-87.55345981
3680,26-02-2023,BURGLARY,OVER $500,STREET,FALSE,TRUE,41.95322269,-87.66345534
3681,09-07-2023,THEFT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.92059037,-87.85564896
3682,31-12-2023,BURGLARY,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.85101409,-87.58141683
3683,07-03-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,TRUE,41.86539944,-87.72643499
3684,26-01-2023,BURGLARY,OVER $500,ALLEY,FALSE,FALSE,41.97123917,-87.79150256
3685,31-07-2023,MOTOR VEHICLE THEFT,SIMPLE,ALLEY,FALSE,FALSE,41.93139965,-87.59250105
3686,29-04-2023,THEFT,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,41.70888131,-87.66001103
3687,06-05-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,41.71130211,-87.75476486
3688,31-07-2023,BATTERY,ARMED: HANDGUN,APARTMENT,FALSE,TRUE,42.00736215,-87.79574886
3689,31-12-2023,ASSAULT,AGGRAVATED,RESIDENCE,TRUE,FALSE,41.74988772,-87.70393181
3690,05-03-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.73024334,-87.59690512
3691,28-02-2023,THEFT,AGGRAVATED,ALLEY,FALSE,FALSE,41.8838221,-87.64671406
3692,10-07-2023,ROBBERY,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.88181301,-87.90885811
3693,14-02-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,RESTAURANT,FALSE,TRUE,41.98492012,-87.73425072
3694,20-07-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,41.84399165,-87.68620756
3695,17-03-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.80806879,-87.80444715
3696,12-06-2023,CRIMINAL DAMAGE,AGGRAVATED,STREET,FALSE,TRUE,41.99721939,-87.91561982
3697,24-12-2023,ROBBERY,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.94216877,-87.58524049
3698,08-08-2023,MOTOR VEHICLE THEFT,OVER $500,APARTMENT,TRUE,TRUE,41.81228225,-87.8178733
3699,30-01-2023,NARCOTICS,AUTOMOBILE,ALLEY,TRUE,TRUE,42.01513619,-87.52413621
3700,13-10-2023,THEFT,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,41.74275059,-87.66500838
3701,28-03-2023,BATTERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.75211533,-87.5449851
3702,22-04-2023,CRIMINAL DAMAGE,OVER $500,RESTAURANT,TRUE,FALSE,41.87275696,-87.74557631
3703,18-10-2023,THEFT,ARMED: HANDGUN,RESIDENCE,TRUE,FALSE,41.87209833,-87.67641552
3704,09-12-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,TRUE,41.96430934,-87.79311922
3705,25-07-2023,MOTOR VEHICLE THEFT,SIMPLE,ALLEY,FALSE,FALSE,41.97129238,-87.77135327
3706,26-06-2023,NARCOTICS,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.77142626,-87.56848485
3707,27-12-2023,BATTERY,OVER $500,PARKING LOT,FALSE,FALSE,42.00116895,-87.65663727
3708,25-04-2023,NARCOTICS,OVER $500,STREET,TRUE,TRUE,41.77622484,-87.73437075
3709,14-10-2023,BATTERY,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.79006006,-87.93467985
3710,13-10-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.9849153,-87.92588724
3711,28-01-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,TRUE,FALSE,41.6861117,-87.79403905
3712,27-07-2023,NARCOTICS,AGGRAVATED,SIDEWALK,FALSE,FALSE,41.89236349,-87.88493181
3713,30-06-2023,THEFT,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,41.76967008,-87.77305572
3714,22-01-2023,BATTERY,ARMED: HANDGUN,APARTMENT,FALSE,FALSE,41.80025212,-87.60630518
3715,24-02-2023,BURGLARY,AUTOMOBILE,PARKING LOT,TRUE,TRUE,41.71023255,-87.82714445
3716,29-01-2023,BATTERY,AGGRAVATED,RESIDENCE,FALSE,TRUE,41.72603334,-87.68828119
3717,09-06-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,TRUE,41.70183519,-87.7332539
3718,15-07-2023,BURGLARY,AGGRAVATED,APARTMENT,TRUE,TRUE,41.66057167,-87.59043928
3719,14-11-2023,THEFT,OVER $500,STREET,FALSE,TRUE,41.78809181,-87.6832981
3720,23-07-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,41.90701994,-87.64923872
3721,14-01-2023,NARCOTICS,AGGRAVATED,PARKING LOT,TRUE,TRUE,41.9472726,-87.55830203
3722,03-09-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.6504133,-87.7604619
3723,06-11-2023,MOTOR VEHICLE THEFT,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.82130302,-87.82625831
3724,19-04-2023,NARCOTICS,UNLAWFUL ENTRY,STREET,TRUE,FALSE,41.85108987,-87.55134424
3725,14-01-2023,MOTOR VEHICLE THEFT,SIMPLE,RESTAURANT,FALSE,TRUE,41.83596878,-87.70165781
3726,01-10-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,FALSE,42.01038809,-87.74375318
3727,10-01-2023,CRIMINAL DAMAGE,SIMPLE,PARKING LOT,FALSE,TRUE,41.75516383,-87.58047895
3728,13-10-2023,CRIMINAL DAMAGE,SIMPLE,ALLEY,FALSE,FALSE,41.91611705,-87.53184418
3729,24-04-2023,BATTERY,AGGRAVATED,APARTMENT,TRUE,TRUE,41.7117256,-87.59554217
3730,11-12-2023,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,41.89931453,-87.55395103
3731,02-12-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,RESTAURANT,TRUE,FALSE,41.98365701,-87.84116401
3732,26-09-2023,BATTERY,AUTOMOBILE,APARTMENT,FALSE,TRUE,41.8887687,-87.69395309
3733,03-06-2023,BATTERY,OVER $500,SIDEWALK,FALSE,FALSE,41.82798849,-87.67296443
3734,27-04-2023,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,TRUE,FALSE,41.75306452,-87.93716032
3735,06-08-2023,BURGLARY,AGGRAVATED,STREET,TRUE,FALSE,41.79536861,-87.6083281
3736,01-06-2023,ROBBERY,SIMPLE,PARKING LOT,TRUE,FALSE,41.89473509,-87.55251898
3737,17-12-2023,THEFT,SIMPLE,RESTAURANT,FALSE,TRUE,41.66456929,-87.74643109
3738,18-06-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,41.99686668,-87.73096625
3739,09-06-2023,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,TRUE,41.87306115,-87.92174368
3740,10-10-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,41.78149966,-87.78523288
3741,05-05-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,FALSE,41.88892715,-87.73135898
3742,15-09-2023,BURGLARY,ARMED: HANDGUN,PARKING LOT,TRUE,TRUE,41.93450617,-87.77960148
3743,22-11-2023,ASSAULT,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.66400914,-87.55050326
3744,26-02-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,42.00274909,-87.88988005
3745,05-09-2023,NARCOTICS,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.70152204,-87.88359372
3746,22-06-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,PARKING LOT,FALSE,FALSE,41.69247642,-87.57640735
3747,21-04-2023,CRIMINAL DAMAGE,SIMPLE,APARTMENT,FALSE,FALSE,41.75107318,-87.91149073
3748,18-01-2023,NARCOTICS,AUTOMOBILE,PARKING LOT,FALSE,FALSE,42.01229899,-87.68895469
3749,27-11-2023,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,41.81723256,-87.88485471
3750,08-05-2023,NARCOTICS,ARMED: HANDGUN,APARTMENT,FALSE,FALSE,41.68563561,-87.5757329
3751,07-01-2023,CRIMINAL DAMAGE,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.69829523,-87.56580318
3752,14-01-2023,ROBBERY,SIMPLE,SIDEWALK,TRUE,FALSE,41.79814347,-87.82207406
3753,25-02-2023,BATTERY,ARMED: HANDGUN,PARKING LOT,FALSE,FALSE,41.8511478,-87.91411741
3754,24-12-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,41.96944392,-87.5331077
3755,11-06-2023,BURGLARY,OVER $500,STREET,FALSE,FALSE,41.99587791,-87.832325
3756,31-10-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,ALLEY,FALSE,TRUE,41.99344556,-87.74889011
3757,29-07-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,APARTMENT,FALSE,TRUE,41.67102362,-87.77494032
3758,14-11-2023,CRIMINAL DAMAGE,AUTOMOBILE,RESTAURANT,FALSE,TRUE,41.81000534,-87.59260967
3759,07-10-2023,BURGLARY,AUTOMOBILE,STREET,TRUE,FALSE,41.64816946,-87.83743642
3760,24-10-2023,CRIMINAL DAMAGE,AUTOMOBILE,RESTAURANT,FALSE,TRUE,41.77750415,-87.60227284
3761,01-01-2023,CRIMINAL DAMAGE,AGGRAVATED,RESIDENCE,TRUE,TRUE,41.98105702,-87.67157825
3762,16-11-2023,CRIMINAL DAMAGE,OVER $500,ALLEY,TRUE,TRUE,41.85907065,-87.55148419
3763,11-06-2023,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,41.75857356,-87.91568663
3764,30-08-2023,BURGLARY,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,41.71380585,-87.55394605
3765,03-04-2023,ASSAULT,OVER $500,RESIDENCE,TRUE,FALSE,42.01335043,-87.78896873
3766,12-12-2023,THEFT,SIMPLE,ALLEY,FALSE,TRUE,41.91041497,-87.64605988
3767,15-06-2023,ROBBERY,AGGRAVATED,SIDEWALK,FALSE,TRUE,41.76466601,-87.84026617
3768,25-05-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,41.93387925,-87.56308281
3769,20-12-2023,ASSAULT,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.74916726,-87.57978369
3770,15-09-2023,BURGLARY,OVER $500,RESIDENCE,FALSE,TRUE,41.78143814,-87.85650111
3771,24-12-2023,BATTERY,ARMED: HANDGUN,PARKING LOT,TRUE,FALSE,41.77722849,-87.9277518
3772,06-04-2023,THEFT,SIMPLE,RESTAURANT,FALSE,TRUE,41.66344536,-87.77869086
3773,27-09-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,FALSE,TRUE,41.7715462,-87.79863038
3774,08-09-2023,BATTERY,AGGRAVATED,RESTAURANT,TRUE,TRUE,41.71879282,-87.7017572
3775,07-09-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,41.79755675,-87.90113831
3776,04-07-2023,BATTERY,AUTOMOBILE,STREET,FALSE,FALSE,41.99200578,-87.76951866
3777,10-04-2023,NARCOTICS,ARMED: HANDGUN,ALLEY,TRUE,FALSE,41.73608026,-87.58021399
3778,03-10-2023,CRIMINAL DAMAGE,OVER $500,PARKING LOT,TRUE,TRUE,41.71546214,-87.83273609
3779,29-11-2023,ROBBERY,AUTOMOBILE,RESIDENCE,TRUE,FALSE,41.99241746,-87.93183714
3780,30-10-2023,THEFT,AGGRAVATED,STREET,TRUE,TRUE,41.68161529,-87.69346319
3781,20-06-2023,ASSAULT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.88285907,-87.55423065
3782,08-02-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.69070106,-87.5279481
3783,08-08-2023,BURGLARY,AGGRAVATED,ALLEY,TRUE,TRUE,42.01751151,-87.89370142
3784,11-11-2023,NARCOTICS,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.87360792,-87.54385432
3785,05-10-2023,THEFT,ARMED: HANDGUN,APARTMENT,TRUE,TRUE,41.73392507,-87.55849012
3786,27-10-2023,THEFT,AGGRAVATED,SIDEWALK,TRUE,TRUE,41.897558,-87.74276449
3787,04-07-2023,BATTERY,OVER $500,APARTMENT,TRUE,TRUE,41.97168761,-87.58270354
3788,15-08-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,PARKING LOT,FALSE,TRUE,41.90686862,-87.6816093
3789,22-03-2023,CRIMINAL DAMAGE,SIMPLE,RESTAURANT,FALSE,FALSE,41.79744337,-87.8427023
3790,22-11-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,TRUE,41.78220369,-87.58974126
3791,11-06-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,FALSE,FALSE,41.94890014,-87.62068517
3792,02-03-2023,NARCOTICS,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.69497016,-87.86744853
3793,12-09-2023,THEFT,UNLAWFUL ENTRY,RESTAURANT,TRUE,TRUE,41.84579532,-87.6772512
3794,15-06-2023,ASSAULT,AUTOMOBILE,PARKING LOT,TRUE,TRUE,41.83280594,-87.59144881
3795,19-03-2023,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,41.9098721,-87.69425678
3796,16-05-2023,BATTERY,OVER $500,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,42.01231839,-87.74049807
3797,04-02-2023,ASSAULT,SIMPLE,SIDEWALK,TRUE,TRUE,41.83957855,-87.79482552
3798,17-06-2023,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,41.91082424,-87.70107238
3799,13-03-2023,ASSAULT,AUTOMOBILE,ALLEY,TRUE,FALSE,41.97624234,-87.63020189
3800,14-05-2023,THEFT,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,FALSE,42.0103082,-87.61541336
3801,03-06-2023,ASSAULT,ARMED: HANDGUN,ALLEY,FALSE,FALSE,41.67747986,-87.58239975
3802,29-06-2023,ROBBERY,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.9680049,-87.81830491
3803,04-01-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.90062074,-87.69149717
3804,11-01-2023,BATTERY,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,41.8701553,-87.62157565
3805,28-05-2023,THEFT,AGGRAVATED,SIDEWALK,FALSE,TRUE,42.02167061,-87.57689902
3806,01-06-2023,ASSAULT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.86114135,-87.78815651
3807,09-12-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,ALLEY,TRUE,FALSE,41.83120301,-87.68041714
3808,02-05-2023,ROBBERY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.94689175,-87.89089348
3809,04-01-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.97369031,-87.87442991
3810,29-08-2023,NARCOTICS,OVER $500,RESTAURANT,TRUE,FALSE,42.02103014,-87.60540376
3811,12-05-2023,MOTOR VEHICLE THEFT,SIMPLE,RESIDENCE,TRUE,FALSE,41.85939404,-87.64039555
3812,16-11-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.92227121,-87.82770943
3813,21-12-2023,BATTERY,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.79695756,-87.82705309
3814,15-01-2023,CRIMINAL DAMAGE,SIMPLE,PARKING LOT,TRUE,FALSE,41.95037512,-87.84910688
3815,02-12-2023,BURGLARY,AUTOMOBILE,PARKING LOT,TRUE,FALSE,41.83803774,-87.63831828
3816,04-12-2023,ROBBERY,SIMPLE,PARKING LOT,FALSE,TRUE,41.68060115,-87.57537472
3817,01-09-2023,BATTERY,AUTOMOBILE,ALLEY,FALSE,TRUE,41.70095887,-87.56268356
3818,11-01-2023,ROBBERY,ARMED: HANDGUN,PARKING LOT,FALSE,TRUE,42.01029759,-87.8855559
3819,26-02-2023,ROBBERY,AUTOMOBILE,SIDEWALK,FALSE,TRUE,41.94715435,-87.62075999
3820,10-06-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.96890331,-87.86327179
3821,21-05-2023,THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,41.93492425,-87.87703231
3822,01-01-2023,CRIMINAL DAMAGE,AUTOMOBILE,PARKING LOT,FALSE,TRUE,42.01335123,-87.80883333
3823,10-07-2023,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,42.00883318,-87.75657234
3824,26-04-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,41.72180898,-87.63943023
3825,05-03-2023,ROBBERY,OVER $500,STREET,TRUE,TRUE,41.77893817,-87.65382253
3826,07-09-2023,ASSAULT,AGGRAVATED,SIDEWALK,FALSE,TRUE,41.79662195,-87.75716019
3827,18-10-2023,NARCOTICS,AUTOMOBILE,ALLEY,TRUE,FALSE,41.78418289,-87.62764876
3828,20-01-2023,MOTOR VEHICLE THEFT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.64495462,-87.92702543
3829,28-11-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,PARKING LOT,TRUE,TRUE,41.76413407,-87.79407639
3830,02-12-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,TRUE,41.77793141,-87.78849231
3831,09-12-2023,CRIMINAL DAMAGE,SIMPLE,PARKING LOT,FALSE,FALSE,41.97495934,-87.63761299
3832,09-03-2023,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.7128472,-87.5243242
3833,24-03-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,41.74207793,-87.63314402
3834,15-11-2023,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,TRUE,41.79805621,-87.78068793
3835,18-10-2023,BATTERY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.67354127,-87.63490674
3836,03-02-2023,MOTOR VEHICLE THEFT,AGGRAVATED,RESIDENCE,TRUE,FALSE,41.90817716,-87.68949841
3837,06-12-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.82889068,-87.72010255
3838,03-06-2023,CRIMINAL DAMAGE,OVER $500,RESTAURANT,TRUE,TRUE,41.8788429,-87.93540328
3839,19-06-2023,THEFT,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,42.00749354,-87.76248556
3840,09-11-2023,NARCOTICS,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.78964873,-87.78393478
3841,05-01-2023,THEFT,SIMPLE,PARKING LOT,TRUE,TRUE,41.89335161,-87.60384393
3842,22-01-2023,ASSAULT,AGGRAVATED,ALLEY,TRUE,TRUE,41.86022686,-87.74756052
3843,04-01-2023,ROBBERY,AGGRAVATED,STREET,TRUE,FALSE,42.01474002,-87.93949829
3844,18-12-2023,ROBBERY,ARMED: HANDGUN,STREET,TRUE,FALSE,41.73954735,-87.84265737
3845,11-05-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,TRUE,41.92988795,-87.79321712
3846,19-08-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.96347056,-87.85393985
3847,20-03-2023,ROBBERY,SIMPLE,PARKING LOT,TRUE,TRUE,41.84408686,-87.77720819
3848,05-08-2023,ROBBERY,OVER $500,RESIDENCE,TRUE,FALSE,41.73589889,-87.89528635
3849,29-03-2023,ASSAULT,SIMPLE,STREET,FALSE,TRUE,41.89143336,-87.58277306
3850,03-09-2023,ROBBERY,AGGRAVATED,ALLEY,TRUE,TRUE,41.81753805,-87.80381389
3851,14-08-2023,THEFT,AGGRAVATED,PARKING LOT,FALSE,FALSE,41.89007679,-87.58275673
3852,20-06-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,FALSE,FALSE,41.79938615,-87.73943547
3853,09-02-2023,THEFT,AGGRAVATED,PARKING LOT,FALSE,TRUE,41.97799455,-87.53824368
3854,01-09-2023,BURGLARY,SIMPLE,RESTAURANT,TRUE,TRUE,41.66588312,-87.75833953
3855,03-02-2023,ROBBERY,OVER $500,RESTAURANT,FALSE,TRUE,41.79619038,-87.63607013
3856,02-11-2023,CRIMINAL DAMAGE,SIMPLE,RESTAURANT,TRUE,TRUE,41.93315767,-87.88718352
3857,27-05-2023,ROBBERY,OVER $500,SIDEWALK,TRUE,FALSE,41.88339051,-87.83932766
3858,15-02-2023,ASSAULT,SIMPLE,STREET,TRUE,TRUE,41.97292639,-87.82140882
3859,19-06-2023,ROBBERY,OVER $500,RESTAURANT,FALSE,FALSE,41.73782964,-87.86858441
3860,03-01-2023,ASSAULT,AUTOMOBILE,SIDEWALK,TRUE,FALSE,41.95388259,-87.87024123
3861,10-05-2023,ASSAULT,OVER $500,RESTAURANT,FALSE,FALSE,41.65887833,-87.92048799
3862,07-02-2023,BURGLARY,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.71325347,-87.61191897
3863,30-06-2023,ROBBERY,AUTOMOBILE,APARTMENT,FALSE,FALSE,41.98216379,-87.80057522
3864,27-11-2023,THEFT,OVER $500,PARKING LOT,TRUE,FALSE,41.72069649,-87.74198375
3865,07-05-2023,ASSAULT,OVER $500,APARTMENT,FALSE,FALSE,41.78702621,-87.84668108
3866,23-07-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,TRUE,TRUE,41.80092931,-87.70549538
3867,30-01-2023,BURGLARY,AUTOMOBILE,SIDEWALK,TRUE,FALSE,41.72829021,-87.63362709
3868,26-09-2023,NARCOTICS,ARMED: HANDGUN,RESIDENCE,FALSE,FALSE,41.99317323,-87.75998589
3869,16-03-2023,ROBBERY,ARMED: HANDGUN,SIDEWALK,TRUE,FALSE,41.68938203,-87.89809765
3870,29-11-2023,NARCOTICS,SIMPLE,RESTAURANT,FALSE,FALSE,41.8437869,-87.87496307
3871,01-08-2023,BURGLARY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,41.9537735,-87.82030188
3872,23-09-2023,ROBBERY,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,42.01812531,-87.90070432
3873,24-05-2023,MOTOR VEHICLE THEFT,AGGRAVATED,ALLEY,TRUE,TRUE,41.86133657,-87.87882793
3874,25-08-2023,THEFT,OVER $500,ALLEY,TRUE,FALSE,41.77743077,-87.70190936
3875,30-06-2023,THEFT,ARMED: HANDGUN,ALLEY,TRUE,TRUE,41.9053513,-87.54765901
3876,26-02-2023,ASSAULT,AGGRAVATED,STREET,TRUE,TRUE,41.92244411,-87.75158064
3877,07-01-2023,CRIMINAL DAMAGE,AUTOMOBILE,PARKING LOT,TRUE,FALSE,41.84952514,-87.80766752
3878,12-06-2023,MOTOR VEHICLE THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.89867032,-87.84199947
3879,04-04-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,TRUE,41.89508944,-87.67873999
3880,21-03-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,41.88914819,-87.74949981
3881,15-03-2023,CRIMINAL DAMAGE,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.8532258,-87.83204506
3882,03-12-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,41.64944599,-87.72126584
3883,06-03-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,41.69941544,-87.89525277
3884,16-08-2023,CRIMINAL DAMAGE,AUTOMOBILE,APARTMENT,FALSE,TRUE,41.75047334,-87.86507177
3885,01-03-2023,ASSAULT,ARMED: HANDGUN,PARKING LOT,TRUE,TRUE,41.95345374,-87.55329031
3886,01-03-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,41.7180409,-87.67694586
3887,02-06-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,41.71084518,-87.83939271
3888,10-05-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,STREET,FALSE,TRUE,41.96125267,-87.76325718
3889,20-10-2023,THEFT,SIMPLE,ALLEY,FALSE,TRUE,41.71579441,-87.56304629
3890,21-11-2023,BATTERY,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.76519024,-87.86454941
3891,25-04-2023,ASSAULT,AGGRAVATED,APARTMENT,TRUE,TRUE,41.93142878,-87.69510201
3892,03-09-2023,BATTERY,ARMED: HANDGUN,APARTMENT,TRUE,TRUE,41.75949935,-87.80713595
3893,26-08-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.6627371,-87.72800468
3894,12-03-2023,NARCOTICS,UNLAWFUL ENTRY,ALLEY,TRUE,TRUE,41.78201942,-87.65477308
3895,03-02-2023,NARCOTICS,OVER $500,ALLEY,TRUE,FALSE,41.70791554,-87.55629899
3896,09-07-2023,ROBBERY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,42.02033056,-87.74326406
3897,26-08-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.78188783,-87.74351283
3898,19-10-2023,BURGLARY,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.78192301,-87.79027728
3899,30-12-2023,BURGLARY,AGGRAVATED,SIDEWALK,TRUE,TRUE,41.75313537,-87.85425257
3900,17-02-2023,NARCOTICS,DOMESTIC BATTERY SIMPLE,PARKING LOT,FALSE,FALSE,41.98399487,-87.65962637
3901,07-07-2023,ROBBERY,SIMPLE,STREET,TRUE,FALSE,41.97020178,-87.936736
3902,07-04-2023,BURGLARY,AGGRAVATED,STREET,TRUE,TRUE,41.79003118,-87.80926782
3903,09-08-2023,THEFT,AUTOMOBILE,PARKING LOT,TRUE,TRUE,41.87393382,-87.65196245
3904,20-01-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,RESIDENCE,TRUE,TRUE,41.80400077,-87.70312105
